Flame_ID,A,k,t0,C
1,3.1692813087437504,63.31732481698433,0.15835915074154924,10.933784306541083
2,3.1166007881010955,43.832178990164394,0.4564073966595312,10.986464827183738
3,3.0156112155004617,55.370316909100936,0.7737726847901524,10.984512315001263
4,2.987824571819136,41.384799187678084,1.0717059569173863,11.012298958682589
5,3.0985376620486385,45.34132092425806,1.3891060690438182,11.004527953236195
6,3.0777658913375916,66.1757028130008,1.70590519188782,10.922357639164133
7,3.0916657135298706,41.43007534490699,2.004293147031645,11.011399901754963
8,2.9933289831501213,48.73286752345438,2.3216591639324617,11.006794547351603
9,3.081167308273752,66.17407873359225,2.6384277804848937,10.918956222227973
10,3.105877123688085,46.53759102119531,2.9362778338739566,10.997188491596749
11,3.0301433262979582,58.413325132543726,3.253802139094614,10.969980204203766
12,2.9906403931451635,41.384985466963435,3.5518421215054934,11.009483137356561
13,3.1006072690104425,45.49339224457269,3.869116538401843,11.002458346274391
14,3.079133354441117,66.17407353621334,4.186056804856481,10.920990176060608
15,3.001624973680416,48.01773734768799,4.4841431642212815,10.998498556821309
16,2.998046697597742,50.890652289285825,4.801697924835632,11.002076832903983
