Flame_ID,A,k,t0,C
1,15.956023142553718,174.90504492187551,0.0963091387017611,15.544254801075184
2,17.08838607522632,166.090036350643,0.22641296874258549,14.51483395318569
3,15.235428549323032,181.067556574587,0.35826095921685214,16.36779147908898
4,15.956023143302703,170.25088561472012,0.4883857710000016,15.544254800326199
5,16.161907312542972,190.59426239233966,0.6200792894187445,15.544254800652146
6,16.779559820825565,177.64448378463428,0.7502525165592702,14.720718122803337
7,15.956023143027801,192.22527596106065,0.8820828925832047,15.750138970167319
8,16.77955982053733,180.89362387338517,1.0122318485737405,14.72071812309157
9,16.161907312133195,189.6383858757363,1.144087967179495,15.544254801061923
10,16.779559820901746,173.3996548381272,1.2743637196970554,14.720718122727154
11,15.235428549237028,176.38152197936142,1.4063132098962816,16.367791479174983
12,17.191328176733386,159.522689675214,1.5364882468410852,14.514833936461732
13,16.7999037824488,176.04865654563176,1.6682778934421754,14.700374161180102
14,15.338370634089596,174.87420384513769,1.8003156666929583,16.367791479105524
15,17.211661318670217,159.02041068313224,1.930485244297035,14.494500794524905
16,17.294270244449777,163.95839101451008,2.0623570510930813,14.720718123094642
17,16.985443992460432,182.6938073775193,2.1942170459281813,14.720718120734686
18,16.985443990528026,191.78845815644888,2.326084111714781,14.720718122667094
19,16.264849397150435,189.80974929930753,2.4580898857142346,15.544254800827767
20,16.26484939684417,192.49448197969056,2.5900593254921276,15.544254801134032
21,16.26484939733108,190.6951789217771,2.7220882758899307,15.54425480064712
22,11.323629327762507,196.4790621875024,2.856142035562036,20.485474870215693
23,15.441312718520095,173.47673513674837,2.986360880160889,16.367791479458106
24,16.985443989948173,178.71467946269857,3.118250442750833,14.720718123246947
25,17.50015441499059,161.5012409988298,3.2504287102979306,14.514833952553829
26,16.264849396085165,188.17335018985526,3.3841073102020833,15.544254801893036
27,16.264849396868584,171.53694383149187,3.516353386295131,15.544254801109616
28,17.39721232880411,159.55862232894592,3.648475538789241,14.5148339539572
29,16.367791486324982,175.14209145913074,3.782286939675702,15.544254796436325
30,17.50015441447497,160.29868499101218,3.9144570281057858,14.514833953069447
31,16.367791481637877,173.87795703465508,4.0483024465357005,15.544254801123433
32,16.47073356661555,190.5721998043832,4.182074997872924,15.54425480092887
33,17.397212329283107,163.1614040057326,4.314368926652802,14.72071812304439
34,16.573675651911557,166.70383936687006,4.448339738072783,15.544254800415942
35,17.911922752660498,169.4615946320763,4.582191926430548,14.514833954016328
36,17.191328159899953,175.0185690103357,4.716232493876755,14.926602292427546
37,16.573675651552186,172.06827287487434,4.850304353100695,15.544254800775311
38,14.30894978618345,225.65676071686167,4.984336426707556,15.544254800915843
