Frame_ID,Flame_ID,Timestamp_s,Position_MM
48,1,0.011719,15.544254802248247
49,1,0.011963,18.63251734574129
50,1,0.012207,22.544316567499123
51,1,0.012451,25.32375285664284
52,1,0.012695,27.38259455230485
53,1,0.012939,28.617899569702075
54,1,0.013184,29.75026250231619
55,1,0.013428,30.573799180581005
56,1,0.013672,31.191451689279603
57,1,0.013916,31.5002779436289
58,1,0.014160,31.5002779436289
59,1,0.014404,31.5002779436289
60,1,0.014648,31.5002779436289
61,1,0.014893,31.5002779436289
62,1,0.015137,31.5002779436289
63,1,0.015381,31.5002779436289
64,1,0.015625,31.5002779436289
65,1,0.015869,31.5002779436289
66,1,0.016113,31.5002779436289
113,2,0.027588,14.514833954417242
114,2,0.027832,17.08838607399477
115,2,0.028076,21.41195363488501
116,2,0.028320,24.603158263161134
117,2,0.028564,26.764942043606254
118,2,0.028809,28.309073315352776
119,2,0.029053,29.54437833275
120,2,0.029297,30.264972926231707
121,2,0.029541,30.882625434930304
122,2,0.029785,31.5002779436289
123,2,0.030029,31.60322002841201
124,2,0.030273,31.60322002841201
125,2,0.030518,31.60322002841201
126,2,0.030762,31.60322002841201
127,2,0.031006,31.60322002841201
128,2,0.031250,31.60322002841201
129,2,0.031494,31.60322002841201
130,2,0.031738,31.60322002841201
131,2,0.031982,31.60322002841201
132,2,0.032227,31.60322002841201
179,3,0.043701,16.367791480513063
180,3,0.043945,19.558996108789188
181,3,0.044189,23.47079533054702
182,3,0.044434,26.044347450124548
183,3,0.044678,27.79436289143726
184,3,0.044922,29.132609993617592
185,3,0.045166,30.05908875666549
186,3,0.045410,30.779683350147195
187,3,0.045654,31.294393774062712
188,3,0.045898,31.60322002841201
189,3,0.046143,31.60322002841201
190,3,0.046387,31.60322002841201
191,3,0.046631,31.60322002841201
192,3,0.046875,31.60322002841201
193,3,0.047119,31.60322002841201
194,3,0.047363,31.60322002841201
195,3,0.047607,31.60322002841201
196,3,0.047852,31.60322002841201
197,3,0.048096,31.60322002841201
244,4,0.059570,15.544254802248247
245,4,0.059814,18.220749006608884
246,4,0.060059,22.029606143583607
247,4,0.060303,25.11786868707665
248,4,0.060547,27.176710382738662
249,4,0.060791,28.514957484918966
250,4,0.061035,29.64732041753308
251,4,0.061279,30.573799180581005
252,4,0.061523,31.088509604496494
253,4,0.061768,31.5002779436289
254,4,0.062012,31.5002779436289
255,4,0.062256,31.5002779436289
256,4,0.062500,31.5002779436289
257,4,0.062744,31.5002779436289
258,4,0.062988,31.5002779436289
259,4,0.063232,31.5002779436289
260,4,0.063477,31.5002779436289
261,4,0.063721,31.5002779436289
262,4,0.063965,31.5002779436289
310,5,0.075684,15.544254802248247
311,5,0.075928,20.279590702270895
312,5,0.076172,23.882563669679428
313,5,0.076416,26.353173704473846
314,5,0.076660,27.89730497622037
315,5,0.076904,29.235552078400673
316,5,0.077148,30.05908875666549
317,5,0.077393,30.882625434930304
318,5,0.077637,31.397335858845793
319,5,0.077881,31.70616211319512
320,5,0.078125,31.70616211319512
321,5,0.078369,31.70616211319512
322,5,0.078613,31.70616211319512
323,5,0.078857,31.70616211319512
324,5,0.079102,31.70616211319512
325,5,0.079346,31.70616211319512
326,5,0.079590,31.70616211319512
327,5,0.079834,31.70616211319512
328,5,0.080078,31.70616211319512
375,6,0.091553,14.720718123983431
376,6,0.091797,18.426633176175073
377,6,0.092041,22.132548228366716
378,6,0.092285,25.32375285664284
379,6,0.092529,27.27965246752177
380,6,0.092773,28.617899569702075
381,6,0.093018,29.75026250231619
382,6,0.093262,30.573799180581005
383,6,0.093506,31.088509604496494
384,6,0.093750,31.5002779436289
385,6,0.093994,31.5002779436289
386,6,0.094238,31.5002779436289
387,6,0.094482,31.5002779436289
388,6,0.094727,31.5002779436289
389,6,0.094971,31.5002779436289
390,6,0.095215,31.5002779436289
391,6,0.095459,31.5002779436289
392,6,0.095703,31.5002779436289
393,6,0.095947,31.5002779436289
441,7,0.107666,15.750138971814437
442,7,0.107910,20.485474871837084
443,7,0.108154,23.985505754462537
444,7,0.108398,26.456115789256955
445,7,0.108643,28.10318914578656
446,7,0.108887,29.338494163183782
447,7,0.109131,30.264972926231707
448,7,0.109375,30.779683350147195
449,7,0.109619,31.397335858845793
450,7,0.109863,31.70616211319512
451,7,0.110107,31.70616211319512
452,7,0.110352,31.70616211319512
453,7,0.110596,31.70616211319512
454,7,0.110840,31.70616211319512
455,7,0.111084,31.70616211319512
456,7,0.111328,31.70616211319512
457,7,0.111572,31.70616211319512
458,7,0.111816,31.70616211319512
459,7,0.112061,31.70616211319512
506,8,0.123535,14.720718123983431
507,8,0.123779,18.529575260958183
508,8,0.124023,22.441374482716014
509,8,0.124268,25.42669494142595
510,8,0.124512,27.38259455230485
511,8,0.124756,28.617899569702075
512,8,0.125000,29.8532045870993
513,8,0.125244,30.573799180581005
514,8,0.125488,31.191451689279603
515,8,0.125732,31.5002779436289
516,8,0.125977,31.5002779436289
517,8,0.126221,31.5002779436289
518,8,0.126465,31.5002779436289
519,8,0.126709,31.5002779436289
520,8,0.126953,31.5002779436289
521,8,0.127197,31.5002779436289
522,8,0.127441,31.5002779436289
523,8,0.127686,31.5002779436289
524,8,0.127930,31.5002779436289
572,9,0.139648,15.544254802248247
573,9,0.139893,20.279590702270895
574,9,0.140137,23.77962158489632
575,9,0.140381,26.353173704473846
576,9,0.140625,27.79436289143726
577,9,0.140869,29.338494163183782
578,9,0.141113,30.162030841448598
579,9,0.141357,30.779683350147195
580,9,0.141602,31.397335858845793
581,9,0.141846,31.70616211319512
582,9,0.142090,31.70616211319512
583,9,0.142334,31.70616211319512
584,9,0.142578,31.70616211319512
585,9,0.142822,31.70616211319512
586,9,0.143066,31.70616211319512
587,9,0.143311,31.70616211319512
588,9,0.143555,31.70616211319512
589,9,0.143799,31.70616211319512
590,9,0.144043,31.70616211319512
637,10,0.155518,14.720718123983431
638,10,0.155762,17.603096497910258
639,10,0.156006,21.823721974017417
640,10,0.156250,24.911984517510433
641,10,0.156494,27.176710382738662
642,10,0.156738,28.514957484918966
643,10,0.156982,29.64732041753308
644,10,0.157227,30.573799180581005
645,10,0.157471,31.088509604496494
646,10,0.157715,31.5002779436289
647,10,0.157959,31.5002779436289
648,10,0.158203,31.5002779436289
649,10,0.158447,31.5002779436289
650,10,0.158691,31.5002779436289
651,10,0.158936,31.5002779436289
652,10,0.159180,31.5002779436289
653,10,0.159424,31.5002779436289
654,10,0.159668,31.5002779436289
655,10,0.159912,31.5002779436289
703,11,0.171631,16.367791480513063
704,11,0.171875,19.353111939222998
705,11,0.172119,22.95608490663153
706,11,0.172363,25.838463280558358
707,11,0.172607,27.58847872187107
708,11,0.172852,29.029667908834483
709,11,0.173096,30.05908875666549
710,11,0.173340,30.779683350147195
711,11,0.173584,31.294393774062712
712,11,0.173828,31.60322002841201
713,11,0.174072,31.60322002841201
714,11,0.174316,31.60322002841201
715,11,0.174561,31.60322002841201
716,11,0.174805,31.60322002841201
717,11,0.175049,31.60322002841201
718,11,0.175293,31.60322002841201
719,11,0.175537,31.60322002841201
720,11,0.175781,31.60322002841201
721,11,0.176025,31.60322002841201
768,12,0.187500,14.514833954417242
769,12,0.187744,16.77955981964547
770,12,0.187988,20.79430112618641
771,12,0.188232,24.294332008811836
772,12,0.188477,26.559057874040064
773,12,0.188721,28.10318914578656
774,12,0.188965,29.338494163183782
775,12,0.189209,30.264972926231707
776,12,0.189453,30.985567519713413
777,12,0.189697,31.397335858845793
778,12,0.189941,31.70616211319512
779,12,0.190186,31.70616211319512
780,12,0.190430,31.70616211319512
781,12,0.190674,31.70616211319512
782,12,0.190918,31.70616211319512
783,12,0.191162,31.70616211319512
784,12,0.191406,31.70616211319512
785,12,0.191650,31.70616211319512
786,12,0.191895,31.70616211319512
787,12,0.192139,31.70616211319512
834,13,0.203613,14.720718123983431
835,13,0.203857,18.220749006608884
836,13,0.204102,22.029606143583607
837,13,0.204346,25.11786868707665
838,13,0.204590,27.176710382738662
839,13,0.204834,28.514957484918966
840,13,0.205078,29.75026250231619
841,13,0.205322,30.573799180581005
842,13,0.205566,31.191451689279603
843,13,0.205811,31.5002779436289
844,13,0.206055,31.5002779436289
845,13,0.206299,31.5002779436289
846,13,0.206543,31.5002779436289
847,13,0.206787,31.5002779436289
848,13,0.207031,31.5002779436289
849,13,0.207275,31.5002779436289
850,13,0.207520,31.5002779436289
851,13,0.207764,31.5002779436289
852,13,0.208008,31.5002779436289
900,14,0.219727,16.367791480513063
901,14,0.219971,19.353111939222998
902,14,0.220215,22.95608490663153
903,14,0.220459,25.838463280558358
904,14,0.220703,27.58847872187107
905,14,0.220947,29.132609993617592
906,14,0.221191,30.05908875666549
907,14,0.221436,30.779683350147195
908,14,0.221680,31.397335858845793
909,14,0.221924,31.70616211319512
910,14,0.222168,31.70616211319512
911,14,0.222412,31.70616211319512
912,14,0.222656,31.70616211319512
913,14,0.222900,31.70616211319512
914,14,0.223145,31.70616211319512
915,14,0.223389,31.70616211319512
916,14,0.223633,31.70616211319512
917,14,0.223877,31.70616211319512
918,14,0.224121,31.70616211319512
965,15,0.235596,14.514833954417242
966,15,0.235840,16.77955981964547
967,15,0.236084,20.79430112618641
968,15,0.236328,24.191389924028726
969,15,0.236572,26.456115789256955
970,15,0.236816,28.10318914578656
971,15,0.237061,29.44143624796689
972,15,0.237305,30.264972926231707
973,15,0.237549,30.985567519713413
974,15,0.237793,31.5002779436289
975,15,0.238037,31.70616211319512
976,15,0.238281,31.70616211319512
977,15,0.238525,31.70616211319512
978,15,0.238770,31.70616211319512
979,15,0.239014,31.70616211319512
980,15,0.239258,31.70616211319512
981,15,0.239502,31.70616211319512
982,15,0.239746,31.70616211319512
983,15,0.239990,31.70616211319512
984,15,0.240234,31.70616211319512
1031,16,0.251709,14.720718123983431
1032,16,0.251953,17.603096497910258
1033,16,0.252197,21.823721974017417
1034,16,0.252441,25.014926602293542
1035,16,0.252686,27.176710382738662
1036,16,0.252930,28.514957484918966
1037,16,0.253174,29.75026250231619
1038,16,0.253418,30.573799180581005
1039,16,0.253662,31.088509604496494
1040,16,0.253906,31.60322002841201
1041,16,0.254150,32.01498836754442
1042,16,0.254395,32.01498836754442
1043,16,0.254639,32.01498836754442
1044,16,0.254883,32.01498836754442
1045,16,0.255127,32.01498836754442
1046,16,0.255371,32.01498836754442
1047,16,0.255615,32.01498836754442
1048,16,0.255859,32.01498836754442
1049,16,0.256104,32.01498836754442
1050,16,0.256348,32.01498836754442
1097,17,0.267822,14.720718123983431
1098,17,0.268066,18.63251734574129
1099,17,0.268311,22.750200737065313
1100,17,0.268555,25.63257911099214
1101,17,0.268799,27.58847872187107
1102,17,0.269043,28.926725824051374
1103,17,0.269287,29.95614667188238
1104,17,0.269531,30.779683350147195
1105,17,0.269775,31.397335858845793
1106,17,0.270020,31.70616211319512
1107,17,0.270264,31.70616211319512
1108,17,0.270508,31.70616211319512
1109,17,0.270752,31.70616211319512
1110,17,0.270996,31.70616211319512
1111,17,0.271240,31.70616211319512
1112,17,0.271484,31.70616211319512
1113,17,0.271729,31.70616211319512
1114,17,0.271973,31.70616211319512
1115,17,0.272217,31.70616211319512
1163,18,0.283936,14.720718123983431
1164,18,0.284180,19.764880278355378
1165,18,0.284424,23.36785324576391
1166,18,0.284668,26.044347450124548
1167,18,0.284912,27.79436289143726
1168,18,0.285156,29.235552078400673
1169,18,0.285400,30.162030841448598
1170,18,0.285645,30.779683350147195
1171,18,0.285889,31.397335858845793
1172,18,0.286133,31.70616211319512
1173,18,0.286377,31.70616211319512
1174,18,0.286621,31.70616211319512
1175,18,0.286865,31.70616211319512
1176,18,0.287109,31.70616211319512
1177,18,0.287354,31.70616211319512
1178,18,0.287598,31.70616211319512
1179,18,0.287842,31.70616211319512
1180,18,0.288086,31.70616211319512
1181,18,0.288330,31.70616211319512
1229,19,0.300049,15.544254802248247
1230,19,0.300293,20.279590702270895
1231,19,0.300537,23.77962158489632
1232,19,0.300781,26.353173704473846
1233,19,0.301025,28.000247061003478
1234,19,0.301270,29.338494163183782
1235,19,0.301514,30.264972926231707
1236,19,0.301758,30.985567519713413
1237,19,0.302002,31.60322002841201
1238,19,0.302246,31.8091041979782
1239,19,0.302490,31.8091041979782
1240,19,0.302734,31.8091041979782
1241,19,0.302979,31.8091041979782
1242,19,0.303223,31.8091041979782
1243,19,0.303467,31.8091041979782
1244,19,0.303711,31.8091041979782
1245,19,0.303955,31.8091041979782
1246,19,0.304199,31.8091041979782
1247,19,0.304443,31.8091041979782
1295,20,0.316162,15.544254802248247
1296,20,0.316406,20.588416956620193
1297,20,0.316650,23.882563669679428
1298,20,0.316895,26.456115789256955
1299,20,0.317139,28.000247061003478
1300,20,0.317383,29.44143624796689
1301,20,0.317627,30.264972926231707
1302,20,0.317871,30.985567519713413
1303,20,0.318115,31.60322002841201
1304,20,0.318359,31.8091041979782
1305,20,0.318604,31.8091041979782
1306,20,0.318848,31.8091041979782
1307,20,0.319092,31.8091041979782
1308,20,0.319336,31.8091041979782
1309,20,0.319580,31.8091041979782
1310,20,0.319824,31.8091041979782
1311,20,0.320068,31.8091041979782
1312,20,0.320312,31.8091041979782
1313,20,0.320557,31.8091041979782
1361,21,0.332275,15.544254802248247
1362,21,0.332520,20.279590702270895
1363,21,0.332764,23.882563669679428
1364,21,0.333008,26.353173704473846
1365,21,0.333252,28.000247061003478
1366,21,0.333496,29.338494163183782
1367,21,0.333740,30.264972926231707
1368,21,0.333984,30.985567519713413
1369,21,0.334229,31.5002779436289
1370,21,0.334473,31.8091041979782
1371,21,0.334717,31.8091041979782
1372,21,0.334961,31.8091041979782
1373,21,0.335205,31.8091041979782
1374,21,0.335449,31.8091041979782
1375,21,0.335693,31.8091041979782
1376,21,0.335938,31.8091041979782
1377,21,0.336182,31.8091041979782
1378,21,0.336426,31.8091041979782
1379,21,0.336670,31.8091041979782
1427,22,0.348389,16.367791480513063
1428,22,0.348633,19.45605402400608
1429,22,0.348877,23.676679500113238
1430,22,0.349121,26.147289534907657
1431,22,0.349365,28.000247061003478
1432,22,0.349609,29.338494163183782
1433,22,0.349854,30.264972926231707
1434,22,0.350098,30.985567519713413
1435,22,0.350342,31.60322002841201
1436,22,0.350586,31.8091041979782
1437,22,0.350830,31.8091041979782
1438,22,0.351074,31.8091041979782
1439,22,0.351318,31.8091041979782
1440,22,0.351562,31.8091041979782
1441,22,0.351807,31.8091041979782
1442,22,0.352051,31.8091041979782
1443,22,0.352295,31.8091041979782
1444,22,0.352539,31.8091041979782
1445,22,0.352783,31.8091041979782
1493,23,0.364502,16.367791480513063
1494,23,0.364746,18.94134360009059
1495,23,0.364990,23.059026991414612
1496,23,0.365234,25.838463280558358
1497,23,0.365479,27.69142080665418
