Flame_ID,A,k,t0,C
1,9.36772971691514,214.7971121773648,0.01012600071743853,17.191328157124925
2,9.16184554689968,206.12236712792247,0.07614237197850571,17.397212327140384
3,9.882440139943721,220.11762053721128,0.14209768866458453,16.573675649313234
4,10.191266394021412,214.23495835364437,0.20809412074629483,16.367791480018653
5,9.779498056233919,207.3891479479726,0.2741118796865724,16.779559817806145
6,9.676555970906978,212.6951014257751,0.34011809877975674,16.779559818349977
7,9.67655597092639,212.69510043750876,0.40611809903736673,16.779559818330565
8,10.19126639504249,216.90483952141628,0.47208350035344376,16.367791478997574
9,9.680697255323437,218.35360849662476,0.5381132883796901,16.775418533933518
10,9.05890346258143,213.9317781139579,0.6041232302603127,17.397212326675525
11,9.08077339851486,206.7145210456238,0.6702204687955745,17.478284475525204
12,14.000123531668114,178.57543636785587,0.7343924801683271,12.867760596721249
13,13.073644772725245,199.23920632811684,0.8004195271961699,13.485413101314819
14,13.073644768780946,206.50010543223124,0.8663559397105416,13.485413105259118
15,12.044223919997533,214.84256147582488,0.9320567069900502,14.514833954042532
16,11.843352766331757,216.37039610585722,0.9980673718877467,14.715705107708308
17,11.01480307227186,216.1304697952073,1.06407893953528,15.544254801768204
18,10.294208479934227,221.92266016787485,1.1300850378769156,16.16190730932273
19,9.882440140431946,212.8042902444429,1.196109545681766,16.7795598183912
20,13.691297276891733,196.12657345242042,1.2605014642319028,12.867760597148331
21,13.176586853584283,200.15853228833896,1.3263833077909315,13.485413105238862
22,12.044223920168942,214.6949026469076,1.3920738154116004,14.514833953871122
23,11.42657141233778,210.59612309231798,1.4583357969505482,15.132486461702284
24,10.294208479473589,219.94917425190627,1.5240858344455266,16.161907309783366
25,9.470671801495321,225.63578221167788,1.5901127808003588,16.985443987761634
26,13.382471022175963,200.5882381363523,1.654423221745362,13.279528936647182
27,12.044223920182114,216.66874740596919,1.720060690029928,14.51483395385795
28,10.607465017266783,213.36221768453092,1.7860858454730215,15.951592856773281
29,9.058903462809905,216.42924563627045,1.8521271818660159,17.39721232644705
30,13.073644768437044,205.2333602804614,1.9163811037260803,13.48541310560302
31,11.838339751551032,210.8056761173029,1.982328408771445,14.720718122489032
32,9.985382224829412,212.34981201399202,2.0481125163301175,16.573675649210653
33,13.485413107275743,198.32786093580876,2.1124941378316158,13.073644766764321
34,11.838339750397349,213.5475862106416,2.1780512408088875,14.720718123642715
35,10.603034733425089,217.17419983490367,2.244073239925445,15.956023140614976
36,13.691297277469488,197.89661563589843,2.3084968753124544,12.867760596570577
37,11.83833975160698,210.61181408441925,2.3742068604161926,14.720718122433084
38,10.29420848115593,222.13973819213822,2.440085332569961,16.161907308101025
39,13.07364476834908,200.42884111941697,2.5044433524728587,13.485413105690984
40,11.838339752991471,217.84465843335846,2.5700576387344607,14.720718121048593
41,9.058903465849898,215.31714927968784,2.636123721333467,17.397212323407057
42,12.661876429130746,208.12729938780004,2.7003954067805864,13.897181444909318
43,10.603034733348064,216.55704945822168,2.766070552469948,15.956023140692
44,12.970702683355569,204.4747910776189,2.8304534731201736,13.485413105901387
45,11.43143402184546,217.43773761650496,2.896068117871104,15.127623852194604
46,9.264787631845433,223.18396539471428,2.962112691632027,17.191328157411522
47,11.941281874931208,220.0715652276138,3.026055257200424,14.514833914325747
48,9.058903462390354,213.72891833667032,3.0921174591097396,17.3972123268666
49,12.044223920170774,213.41820295736397,3.1560645502063367,14.51483395386929
50,9.882440139966643,217.57470177019525,3.2220884546417263,16.573675649290312
51,12.661876429573331,210.22163910483437,3.286329163522783,13.897181444466733
52,10.08832430958206,218.961875039139,3.352081319106906,16.367791479674896
53,12.05023280235111,219.31723006056723,3.416013673044595,14.405882986905846
54,9.676555970118127,216.75662640469167,3.4821020614232436,16.77955981913883
55,11.735397675908423,218.82416071143214,3.5460349195707703,14.720718113348532
56,9.26478763217229,218.28369141354702,3.612088441789629,17.191328157084666
57,11.328517937444918,220.5917895486544,3.6760691667512115,15.127597851812038
58,12.867760598930456,203.16958566816353,3.7405267882456137,13.48541310554339
59,10.397172437920267,228.47444304846383,3.8060799372078375,15.95600126655358
60,11.858043285127986,210.64720746288563,3.8703735193804065,14.49513041934586
61,9.161845548763448,225.33952064162983,3.9360968060557298,17.191328155710398
62,10.808918903927983,220.99888678459527,4.000073216711734,15.544254800545863
63,12.76481851410623,212.05121496300316,4.064437976348379,13.485413105584543
64,8.959740209332022,215.26755106652664,4.130112625027959,17.393433495141824
65,10.607505249254313,215.38230656552955,4.1940743573925925,15.745668455219533
66,12.455992259800716,211.1355013132663,4.258326523894642,13.89718144467313
67,9.165804435249886,220.6966415263786,4.324082038080509,17.18736926922396
68,9.985382224197277,214.84598416986572,4.388092985860437,16.36779148027657
69,11.83833975102196,219.46310429226,4.452048151497596,14.514833953451886
70,12.558934345106021,207.09965682143604,4.516384025551785,13.691297274584752
71,9.16184554697372,219.4611443396713,4.582101893093185,17.191328157500127
72,9.676555972110819,219.77558824793243,4.646089365148508,16.573675647579954
73,11.225463930177106,217.61019490306742,4.710052830776004,15.12770977429674
74,11.735397665969751,218.47045522872392,4.774047658383209,14.514833953721022
75,12.661876429479973,203.628076213011,4.838410600804585,13.691297274993874
76,13.485413107996754,197.49915162554746,4.902499790534638,12.867760596477092
77,9.058903462507729,217.16885515284855,4.968118855368265,17.191328157183044
