Flame_ID,A,k,t0,C
1,16.21778924748542,185.6570484575489,0.09606890558804315,15.07660452657729
2,17.706038583254504,169.6782268807634,0.22650721268052915,13.897181445157505
3,14.477206168558244,181.46278346009336,0.3581298223411357,17.023071775070658
4,16.827951763041895,184.9884419336146,0.488068619329573,14.466442011020815
5,18.63251734761235,162.2990562732293,0.6186927780039713,12.867760596016552
6,16.375764933834475,184.39037773344057,0.7500799430749636,14.918628840228235
7,18.426633177066613,167.1082579478028,0.8806402470120935,13.07364476656229
8,16.311327456860027,185.32070887283447,1.012242661069162,14.983066317202685
9,14.130477920853238,180.93208274950356,1.1441445438511129,17.472742107558773
10,17.287458145578942,171.96401576400433,1.274079315360791,14.521646052399259
11,15.028521335746095,184.87634324709643,1.4060922968718514,16.368814523099704
12,18.11780692294275,167.60989726048481,1.5366091610782844,13.48541310546926
13,17.302192350362017,173.86960103296826,1.6680757416534167,14.506911847616184
14,15.709549443785313,173.98771953886478,1.8000920704162595,16.202496838975996
15,18.11780692290141,167.25222803620105,1.9306088002485353,13.4854131055106
16,17.60583797627521,170.85874226454197,2.0620699045121325,14.306208306486099
17,15.737791304978487,182.69278804277846,2.1941012650606835,15.762486638650415
18,14.612216641643197,171.44795434000818,2.3261547748320432,17.299829641118112
19,19.30537452888018,161.71337296734006,2.456559093442473,12.50372966909802
20,18.941343601637513,151.97859554169864,2.5886743891728914,13.073644765906907
21,19.323910405519918,163.00801447948956,2.720539293844282,12.485193792458283
22,14.735107113947947,181.86851798361747,2.854099247059475,16.971054999247173
23,15.211837490894823,181.2953381156594,2.9861104583486697,16.391382537517188
24,16.482424018648047,185.60742761354135,3.1180780836796615,14.914911840197751
25,17.988750124992613,170.05916684234896,3.2504810592654056,13.820354072985587
26,14.492602254161842,181.44469591137027,3.3841395246989703,17.21355985903328
27,16.99114091827688,174.98118629380133,3.5160875709965147,14.92090536448443
28,18.117806922771017,165.8841058288777,3.6485980249223773,13.691297275207184
29,16.344704580092184,171.42550703415458,3.7820782137069453,15.773225872235317
30,18.81318110677608,168.00586694339324,3.9143853115088274,12.995923091202119
31,16.33618930649114,171.447446053789,4.04811969066855,15.78174114583636
32,19.209057119364367,162.4174124673924,4.180544727572551,12.702989163396943
33,17.512310706034306,168.87854242456837,4.314355145077708,14.605619746293192
34,17.227918986632375,169.36323664808518,4.448111456201247,14.992953550478232
35,16.847818882173975,171.2275739070179,4.5821428198327885,15.373053654936632
36,16.669300152854248,171.33570366605406,4.716091033449759,15.551572384256358
37,16.00043709255562,179.8749491732056,4.850143684266418,15.808667105422577
38,14.411891871535856,231.2684579046386,4.984208951023553,15.544254800346542
