Flame_ID,Timestamp_s,Position_CM
3,34.267,9.9
3,34.333,9.9
3,34.367,9.91
3,34.433,9.91
3,34.500,9.93
3,34.567,9.93
3,34.633,9.93
3,34.700,9.93
3,34.767,9.93
3,34.833,9.93
3,34.900,9.93
3,34.967,9.93
3,35.033,9.93
3,35.100,9.93
3,35.167,9.93
3,35.233,9.93
3,35.300,9.93
3,35.367,9.93
3,35.433,9.93
3,35.500,9.93
3,35.567,9.93
3,35.633,9.93
3,35.700,9.93
3,35.767,9.93
3,35.833,9.93
3,35.900,9.93
3,35.967,9.93
3,36.033,9.93
3,36.100,9.93
3,36.167,9.93
3,36.233,9.93
3,36.300,9.93
3,36.367,9.93
3,36.433,9.93
3,36.500,9.93
3,36.567,9.93
3,36.633,9.93
3,36.700,9.93
3,36.767,9.93
3,36.833,9.93
3,36.900,9.93
3,36.967,9.93
3,37.033,9.93
3,37.100,9.93
3,37.167,9.93
3,37.233,9.93
3,37.300,9.93
3,37.367,9.93
3,37.433,9.93
3,37.500,9.93
3,37.567,9.93
3,37.633,9.93
3,37.700,9.93
3,37.767,9.93
3,37.833,9.93
3,37.900,9.93
4,43.300,5.14
4,43.333,5.19
4,43.367,5.34
4,43.400,5.49
4,43.433,5.61
4,43.467,5.79
4,43.500,5.92
4,43.533,6.07
4,43.567,6.24
4,43.600,6.32
4,43.633,6.55
4,43.667,6.69
4,43.700,6.85
4,43.733,6.97
4,43.767,7.08
4,43.800,7.26
4,43.833,7.32
4,43.867,7.37
4,43.900,7.52
4,43.933,7.61
4,43.967,7.73
4,44.000,7.79
4,44.033,7.92
4,44.067,7.98
4,44.100,8.11
4,44.133,8.21
4,44.167,8.27
4,44.200,8.35
4,44.233,8.42
4,44.267,8.49
4,44.300,8.55
4,44.333,8.6
4,44.367,8.66
4,44.400,8.7
4,44.433,8.77
4,44.467,8.79
4,44.500,8.85
4,44.533,8.89
4,44.567,8.95
4,44.600,8.98
4,44.633,9.02
4,44.667,9.04
4,44.700,9.06
4,44.733,9.09
4,44.767,9.15
4,44.800,9.17
4,44.833,9.2
4,44.867,9.23
4,44.900,9.25
4,44.933,9.28
4,44.967,9.31
4,45.000,9.33
4,45.033,9.36
4,45.067,9.38
4,45.100,9.39
4,45.133,9.4
4,45.167,9.43
4,45.200,9.44
4,45.233,9.47
4,45.267,9.5
4,45.333,9.51
4,45.400,9.51
4,45.433,9.54
4,45.500,9.56
4,45.567,9.64
4,45.600,9.65
4,45.667,9.65
4,45.700,9.67
4,45.767,9.69
4,45.833,9.69
4,45.867,9.7
4,45.900,9.74
4,45.967,9.75
4,46.033,9.75
4,46.067,9.78
4,46.133,9.79
4,46.200,9.8
4,46.233,9.81
4,46.300,9.82
4,46.333,9.83
4,46.400,9.84
4,46.467,9.84
4,46.500,9.86
4,46.533,9.87
4,46.567,9.89
4,46.633,9.9
4,46.700,9.9
4,46.767,9.9
4,46.833,9.9
4,46.900,9.9
4,46.933,9.91
4,46.967,9.92
4,47.033,9.93
4,47.100,9.93
4,47.167,9.93
4,47.233,9.93
4,47.300,9.93
4,47.367,9.93
4,47.433,9.93
4,47.500,9.93
4,47.567,9.93
4,47.633,9.93
4,47.700,9.93
4,47.767,9.93
4,47.833,9.93
4,47.900,9.93
4,47.967,9.93
4,48.033,9.93
4,48.100,9.93
4,48.167,9.93
4,48.233,9.93
4,48.300,9.93
4,48.367,9.93
4,48.433,9.93
4,48.500,9.93
4,48.567,9.93
4,48.633,9.93
4,48.700,9.93
4,48.767,9.93
4,48.833,9.93
4,48.900,9.93
4,48.967,9.93
4,49.033,9.93
4,49.100,9.93
4,49.167,9.93
4,49.233,9.93
4,49.300,9.93
4,49.367,9.93
4,49.433,9.93
4,49.500,9.93
4,49.567,9.93
4,49.633,9.93
4,49.700,9.93
4,49.767,9.93
4,49.833,9.93
4,49.900,9.93
4,49.967,9.93
4,50.033,9.93
4,50.100,9.93
4,50.167,9.93
4,50.233,9.93
4,50.300,9.93
5,55.800,5.14
5,55.833,5.23
5,55.867,5.42
5,55.900,5.54
5,55.933,5.69
5,55.967,5.85
5,56.000,6.0
5,56.033,6.14
5,56.067,6.3
5,56.100,6.39
5,56.133,6.61
5,56.167,6.74
5,56.200,6.81
5,56.233,6.97
5,56.267,7.24
5,56.300,7.31
5,56.333,7.35
5,56.367,7.4
5,56.400,7.45
5,56.433,7.66
5,56.467,7.82
5,56.500,7.91
5,56.533,7.96
5,56.567,8.05
5,56.600,8.16
5,56.633,8.25
5,56.667,8.28
5,56.700,8.31
5,56.733,8.41
5,56.767,8.44
5,56.800,8.57
5,56.833,8.62
5,56.867,8.68
5,56.900,8.74
5,56.933,8.78
5,56.967,8.83
5,57.000,8.87
5,57.033,8.91
5,57.067,8.96
5,57.100,9.0
5,57.133,9.04
5,57.167,9.06
5,57.200,9.08
5,57.233,9.13
5,57.267,9.16
5,57.300,9.18
5,57.333,9.21
5,57.367,9.24
5,57.400,9.27
5,57.433,9.29
5,57.467,9.32
5,57.500,9.34
5,57.533,9.36
5,57.567,9.37
5,57.600,9.41
5,57.633,9.43
5,57.667,9.45
5,57.700,9.46
5,57.733,9.49
5,57.767,9.5
5,57.800,9.52
5,57.833,9.54
5,57.867,9.55
5,57.900,9.57
5,57.933,9.58
5,57.967,9.6
5,58.000,9.62
5,58.067,9.63
5,58.100,9.65
5,58.133,9.66
5,58.167,9.67
5,58.200,9.68
5,58.267,9.7
5,58.333,9.7
5,58.367,9.75
5,58.400,9.76
5,58.467,9.78
5,58.533,9.78
5,58.567,9.8
5,58.633,9.81
5,58.667,9.82
5,58.733,9.83
5,58.767,9.84
5,58.833,9.84
5,58.867,9.86
5,58.933,9.87
5,59.000,9.87
5,59.067,9.88
5,59.100,9.89
5,59.167,9.89
5,59.233,9.9
5,59.267,9.91
5,59.333,9.91
5,59.367,9.92
5,59.400,9.93
5,59.467,9.93
5,59.533,9.93
5,59.600,9.93
5,59.667,9.93
5,59.733,9.93
5,59.800,9.93
5,59.867,9.93
5,59.933,9.93
5,60.000,9.93
5,60.067,9.93
5,60.133,9.93
5,60.200,9.93
5,60.267,9.93
5,60.333,9.93
5,60.400,9.93
5,60.467,9.93
5,60.533,9.93
5,60.600,9.93
5,60.667,9.93
5,60.733,9.93
5,60.800,9.93
5,60.867,9.93
5,60.933,9.93
5,61.000,9.93
5,61.067,9.93
5,61.133,9.93
5,61.200,9.93
5,61.267,9.93
5,61.333,9.93
5,61.400,9.93
5,61.467,9.93
5,61.533,9.93
5,61.600,9.93
5,61.667,9.93
5,61.733,9.93
5,61.800,9.93
5,61.867,9.93
5,61.933,9.93
5,62.000,9.93
5,62.067,9.93
5,62.133,9.93
5,62.200,9.93
5,62.267,9.93
5,62.333,9.93
5,62.400,9.93
5,62.467,9.93
5,62.533,9.93
5,62.600,9.93
5,62.667,9.93
5,62.733,9.93
5,62.800,9.93
6,68.300,5.08
6,68.333,5.21
6,68.367,5.3
6,68.400,5.5
6,68.433,5.62
6,68.467,5.77
6,68.500,5.92
6,68.533,6.09
6,68.567,6.23
6,68.600,6.36
6,68.633,6.56
6,68.667,6.69
6,68.700,6.79
6,68.733,6.95
6,68.767,7.11
6,68.800,7.15
6,68.833,7.33
6,68.867,7.38
6,68.900,7.57
6,68.933,7.71
6,68.967,7.76
6,69.000,7.84
6,69.033,7.99
6,69.067,8.04
6,69.100,8.13
6,69.133,8.2
6,69.167,8.31
6,69.200,8.38
6,69.233,8.44
6,69.267,8.48
6,69.300,8.55
6,69.333,8.62
6,69.367,8.67
6,69.400,8.72
6,69.433,8.75
6,69.467,8.79
6,69.500,8.86
6,69.533,8.9
6,69.567,8.95
6,69.600,8.99
6,69.633,9.03
6,69.667,9.04
6,69.700,9.09
6,69.733,9.12
6,69.767,9.14
6,69.800,9.18
6,69.833,9.21
6,69.867,9.23
6,69.900,9.26
6,69.933,9.29
6,69.967,9.31
6,70.000,9.33
6,70.033,9.35
6,70.067,9.36
6,70.100,9.38
6,70.133,9.39
6,70.167,9.42
6,70.233,9.42
6,70.267,9.48
6,70.300,9.49
6,70.333,9.5
6,70.367,9.53
6,70.400,9.54
6,70.433,9.56
6,70.467,9.57
6,70.533,9.57
6,70.600,9.58
6,70.633,9.59
6,70.667,9.63
6,70.733,9.64
6,70.767,9.65
6,70.833,9.65
6,70.867,9.66
6,70.933,9.68
6,70.967,9.69
6,71.033,9.7
6,71.100,9.72
6,71.133,9.73
6,71.200,9.75
6,71.233,9.76
6,71.267,9.82
6,71.333,9.83
6,71.400,9.83
6,71.433,9.84
6,71.467,9.85
6,71.500,9.86
6,71.533,9.87
6,71.600,9.88
6,71.633,9.89
6,71.700,9.9
6,71.767,9.91
6,71.833,9.91
6,71.900,9.92
6,71.967,9.92
6,72.033,9.93
6,72.100,9.94
6,72.167,9.94
6,72.233,9.94
6,72.300,9.94
6,72.367,9.94
6,72.433,9.94
6,72.500,9.94
6,72.567,9.94
6,72.633,9.94
6,72.700,9.94
6,72.767,9.94
6,72.833,9.94
6,72.900,9.94
6,72.967,9.94
6,73.033,9.94
6,73.100,9.94
6,73.167,9.94
6,73.233,9.94
6,73.300,9.94
6,73.367,9.94
6,73.433,9.94
6,73.500,9.94
6,73.567,9.94
6,73.633,9.94
6,73.700,9.94
6,73.767,9.94
6,73.833,9.94
6,73.900,9.94
6,73.967,9.94
6,74.033,9.94
6,74.100,9.94
6,74.167,9.94
6,74.233,9.94
6,74.300,9.94
6,74.367,9.94
6,74.433,9.94
6,74.500,9.94
6,74.567,9.94
6,74.633,9.94
6,74.700,9.94
6,74.767,9.94
6,74.833,9.94
6,74.900,9.94
6,74.967,9.94
6,75.033,9.94
6,75.100,9.94
6,75.167,9.94
6,75.233,9.94
6,75.300,9.94
6,75.367,9.94
6,75.433,9.94
7,80.800,5.04
7,80.833,5.14
7,80.867,5.24
7,80.900,5.45
7,80.933,5.58
7,81.000,5.85
7,81.033,6.02
7,81.067,6.18
7,81.100,6.33
7,81.133,6.44
7,81.167,6.64
7,81.200,6.78
7,81.233,6.92
7,81.267,6.99
7,81.300,7.25
7,81.333,7.29
7,81.367,7.35
7,81.400,7.47
7,81.467,7.62
7,81.500,7.73
7,81.533,7.84
7,81.567,7.99
7,81.600,8.08
7,81.633,8.18
7,81.667,8.27
7,81.700,8.31
7,81.733,8.38
7,81.767,8.43
7,81.800,8.49
7,81.833,8.58
7,81.867,8.63
7,81.900,8.69
7,81.933,8.74
7,81.967,8.78
7,82.000,8.8
7,82.033,8.87
7,82.067,8.91
7,82.100,8.95
7,82.133,8.99
7,82.167,9.04
7,82.200,9.06
7,82.233,9.1
7,82.267,9.13
7,82.300,9.16
7,82.333,9.2
7,82.367,9.21
7,82.400,9.24
7,82.433,9.26
7,82.467,9.29
7,82.500,9.31
7,82.533,9.33
7,82.567,9.35
7,82.600,9.38
7,82.633,9.39
7,82.667,9.4
7,82.700,9.45
7,82.767,9.45
7,82.800,9.51
7,82.867,9.52
7,82.900,9.54
7,82.933,9.55
7,82.967,9.57
7,83.000,9.58
7,83.033,9.59
7,83.067,9.6
7,83.100,9.61
7,83.133,9.64
7,83.167,9.65
7,83.200,9.66
7,83.267,9.68
7,83.333,9.69
7,83.367,9.74
7,83.400,9.75
7,83.433,9.76
7,83.500,9.78
7,83.567,9.79
7,83.600,9.8
7,83.667,9.81
7,83.733,9.82
7,83.800,9.84
7,83.867,9.84
7,83.933,9.84
7,83.967,9.85
7,84.033,9.86
7,84.100,9.86
7,84.133,9.88
7,84.200,9.89
7,84.233,9.9
7,84.300,9.91
7,84.367,9.91
7,84.433,9.92
7,84.500,9.93
7,84.533,9.95
7,84.600,9.95
7,84.667,9.95
7,84.733,9.95
7,84.800,9.95
7,84.867,9.95
7,84.933,9.95
7,85.000,9.95
7,85.067,9.95
7,85.133,9.95
7,85.200,9.95
7,85.267,9.95
7,85.333,9.95
7,85.400,9.95
7,85.467,9.95
7,85.533,9.95
7,85.600,9.95
7,85.667,9.95
7,85.733,9.95
7,85.800,9.95
7,85.867,9.95
7,85.933,9.95
7,86.000,9.95
7,86.067,9.95
7,86.133,9.95
7,86.200,9.95
7,86.267,9.95
7,86.333,9.95
7,86.400,9.95
7,86.467,9.95
7,86.533,9.95
7,86.600,9.95
7,86.667,9.95
7,86.733,9.95
7,86.800,9.95
7,86.867,9.95
7,86.933,9.95
7,87.000,9.95
7,87.067,9.95
7,87.133,9.95
7,87.200,9.95
7,87.267,9.95
7,87.333,9.95
7,87.400,9.95
7,87.467,9.95
7,87.533,9.95
7,87.600,9.95
7,87.667,9.95
7,87.733,9.95
7,87.800,9.95
7,87.867,9.95
8,93.267,4.96
8,93.300,5.07
8,93.333,5.1
8,93.367,5.36
8,93.400,5.5
8,93.433,5.62
8,93.467,5.78
8,93.500,5.93
8,93.533,6.09
8,93.567,6.23
8,93.600,6.33
8,93.633,6.44
8,93.667,6.69
8,93.700,6.79
8,93.733,6.92
8,93.767,6.98
8,93.800,7.26
8,93.833,7.32
8,93.867,7.37
8,93.900,7.52
8,93.933,7.59
8,93.967,7.72
8,94.000,7.81
8,94.033,7.91
8,94.067,8.06
8,94.100,8.11
8,94.133,8.18
8,94.167,8.29
8,94.200,8.36
8,94.233,8.42
8,94.267,8.46
8,94.300,8.54
8,94.333,8.58
8,94.367,8.65
8,94.400,8.69
8,94.433,8.77
8,94.467,8.8
8,94.500,8.84
8,94.533,8.88
8,94.567,8.93
8,94.600,8.96
8,94.633,9.0
8,94.667,9.03
8,94.700,9.06
8,94.733,9.09
8,94.767,9.13
8,94.800,9.17
8,94.833,9.2
8,94.867,9.22
8,94.900,9.25
8,94.933,9.27
8,94.967,9.31
8,95.000,9.33
8,95.033,9.35
8,95.067,9.36
8,95.100,9.38
8,95.133,9.42
8,95.167,9.44
8,95.200,9.46
8,95.267,9.48
8,95.300,9.5
8,95.333,9.51
8,95.367,9.53
8,95.433,9.56
8,95.467,9.57
8,95.500,9.59
8,95.567,9.62
8,95.600,9.63
8,95.633,9.64
8,95.667,9.66
8,95.700,9.67
8,95.733,9.68
8,95.767,9.69
8,95.800,9.7
8,95.867,9.72
8,95.933,9.73
8,96.000,9.73
8,96.033,9.76
8,96.100,9.76
8,96.133,9.77
8,96.167,9.8
8,96.200,9.82
8,96.267,9.83
8,96.300,9.84
8,96.367,9.84
8,96.433,9.85
8,96.467,9.87
8,96.533,9.87
8,96.600,9.88
8,96.667,9.88
8,96.733,9.89
8,96.800,9.89
8,96.867,9.9
8,96.900,9.91
8,96.967,9.91
8,97.033,9.93
8,97.100,9.93
8,97.167,9.93
8,97.233,9.93
8,97.300,9.93
8,97.367,9.93
8,97.433,9.93
8,97.500,9.93
8,97.567,9.93
8,97.633,9.93
8,97.700,9.93
8,97.767,9.93
8,97.833,9.93
8,97.900,9.93
8,97.967,9.93
8,98.033,9.93
8,98.100,9.93
8,98.167,9.93
8,98.233,9.93
8,98.300,9.93
8,98.367,9.93
8,98.433,9.93
8,98.500,9.93
8,98.567,9.93
8,98.633,9.93
8,98.700,9.93
8,98.767,9.93
8,98.833,9.93
8,98.900,9.93
8,98.967,9.93
8,99.033,9.93
8,99.100,9.93
8,99.167,9.93
8,99.233,9.93
8,99.300,9.93
8,99.367,9.93
8,99.433,9.93
8,99.500,9.93
8,99.567,9.93
8,99.633,9.93
8,99.700,9.93
8,99.767,9.93
8,99.833,9.93
8,99.900,9.93
8,99.967,9.93
8,100.033,9.93
8,100.100,9.93
8,100.167,9.93
8,100.233,9.93
8,100.300,9.93
8,100.367,9.93
9,105.800,5.1
9,105.833,5.2
9,105.867,5.33
9,105.900,5.48
9,105.933,5.63
9,105.967,5.78
9,106.000,5.92
9,106.033,6.07
9,106.067,6.23
9,106.133,6.39
9,106.167,6.71
9,106.200,6.87
9,106.233,7.0
9,106.267,7.09
9,106.300,7.21
9,106.333,7.33
9,106.367,7.42
9,106.400,7.57
9,106.433,7.61
9,106.467,7.64
9,106.500,7.82
9,106.533,7.93
9,106.567,8.06
9,106.600,8.13
9,106.633,8.21
9,106.667,8.27
9,106.700,8.34
9,106.733,8.43
9,106.767,8.48
9,106.800,8.54
9,106.833,8.58
9,106.867,8.64
9,106.900,8.69
9,106.933,8.74
9,106.967,8.8
9,107.000,8.83
9,107.033,8.89
9,107.067,8.92
9,107.100,8.96
9,107.133,9.0
9,107.167,9.03
9,107.200,9.06
9,107.233,9.1
9,107.267,9.13
9,107.300,9.17
9,107.333,9.19
9,107.367,9.22
9,107.400,9.25
9,107.433,9.27
9,107.467,9.3
9,107.500,9.33
9,107.533,9.35
9,107.567,9.36
9,107.600,9.38
9,107.633,9.42
9,107.667,9.43
9,107.700,9.46
9,107.733,9.47
9,107.767,9.48
9,107.800,9.5
9,107.833,9.52
9,107.867,9.53
9,107.900,9.55
9,107.933,9.56
9,107.967,9.58
9,108.000,9.59
9,108.033,9.61
9,108.067,9.62
9,108.100,9.64
9,108.133,9.65
9,108.167,9.66
9,108.200,9.67
9,108.267,9.7
9,108.300,9.72
9,108.367,9.73
9,108.400,9.74
9,108.433,9.75
9,108.467,9.76
9,108.500,9.77
9,108.533,9.78
9,108.600,9.78
9,108.633,9.79
9,108.667,9.81
9,108.733,9.82
9,108.767,9.83
9,108.833,9.84
9,108.867,9.85
9,108.933,9.86
9,108.967,9.87
9,109.033,9.87
9,109.100,9.87
9,109.167,9.89
9,109.233,9.89
9,109.300,9.9
9,109.333,9.91
9,109.400,9.92
9,109.467,9.92
9,109.500,9.94
9,109.567,9.94
9,109.633,9.94
9,109.700,9.94
9,109.767,9.94
9,109.833,9.94
9,109.900,9.94
9,109.967,9.94
9,110.033,9.94
9,110.100,9.94
9,110.167,9.94
9,110.233,9.94
9,110.300,9.94
9,110.367,9.94
9,110.433,9.94
9,110.500,9.94
9,110.567,9.94
9,110.633,9.94
9,110.700,9.94
9,110.767,9.94
9,110.833,9.94
9,110.900,9.94
9,110.967,9.94
9,111.033,9.94
9,111.100,9.94
9,111.167,9.94
9,111.233,9.94
9,111.300,9.94
9,111.367,9.94
9,111.433,9.94
9,111.500,9.94
9,111.567,9.94
9,111.633,9.94
9,111.700,9.94
9,111.767,9.94
9,111.833,9.94
9,111.900,9.94
9,111.967,9.94
9,112.033,9.94
9,112.100,9.94
9,112.167,9.94
9,112.233,9.94
9,112.300,9.94
9,112.367,9.94
9,112.433,9.94
9,112.500,9.94
9,112.567,9.94
9,112.633,9.94
9,112.700,9.94
10,118.333,5.16
10,118.367,5.26
10,118.400,5.43
10,118.433,5.54
10,118.467,5.7
10,118.500,5.85
10,118.533,6.01
10,118.567,6.18
10,118.600,6.33
10,118.633,6.5
10,118.667,6.63
10,118.700,6.79
10,118.733,6.92
10,118.767,7.07
10,118.800,7.24
10,118.833,7.3
10,118.867,7.35
10,118.900,7.41
10,118.933,7.47
10,118.967,7.61
10,119.000,7.82
10,119.033,7.86
10,119.067,7.96
10,119.100,8.01
10,119.133,8.15
10,119.167,8.21
10,119.200,8.27
10,119.233,8.38
10,119.267,8.43
10,119.300,8.49
10,119.333,8.55
10,119.367,8.6
10,119.400,8.65
10,119.433,8.7
10,119.467,8.75
10,119.500,8.81
10,119.533,8.85
10,119.567,8.9
10,119.600,8.94
10,119.633,8.98
10,119.667,9.01
10,119.700,9.05
10,119.733,9.07
10,119.767,9.12
10,119.800,9.15
10,119.833,9.18
10,119.867,9.21
10,119.900,9.23
10,119.933,9.26
10,119.967,9.28
10,120.000,9.3
10,120.033,9.33
10,120.067,9.35
10,120.100,9.36
10,120.133,9.39
10,120.167,9.41
10,120.200,9.43
10,120.233,9.45
10,120.267,9.47
10,120.300,9.49
10,120.333,9.51
10,120.367,9.53
10,120.400,9.54
10,120.433,9.56
10,120.500,9.58
10,120.533,9.59
10,120.567,9.6
10,120.600,9.61
10,120.633,9.64
10,120.700,9.65
10,120.767,9.67
10,120.800,9.68
10,120.833,9.69
10,120.900,9.7
10,120.933,9.71
10,121.000,9.71
10,121.033,9.73
10,121.100,9.73
10,121.133,9.74
10,121.200,9.74
10,121.233,9.8
10,121.267,9.81
10,121.300,9.83
10,121.367,9.84
10,121.433,9.84
10,121.500,9.86
10,121.567,9.86
10,121.633,9.87
