Frame_ID,Flame_ID,Timestamp_s,Position_MM
48,1,0.5251641252771144,15.441312717465138
49,1,0.5361049351445282,19.764880278355378
50,1,0.5470460732395203,21.823721974017417
51,1,0.557986883106934,25.11786868707665
52,1,0.5689276929743479,26.970826213172472
53,1,0.5798688310693398,28.51495748491897
54,1,0.5908096409367537,29.54437833275
55,1,0.6017504508041674,30.67674126536409
56,1,0.6126915888991595,31.191451689279603
57,1,0.6236323987665733,31.191451689279603
58,1,0.6345732086339871,31.191451689279603
59,1,0.6455143467289792,31.191451689279603
60,1,0.656455156596393,31.191451689279603
61,1,0.6673959664638067,31.191451689279603
62,1,0.6783371045587988,31.191451689279603
63,1,0.6892779144262127,31.191451689279603
64,1,0.7002187242936264,31.191451689279603
113,2,1.2363239876657328,13.588355191369317
114,2,1.2472647975331466,15.544254802248249
115,2,1.2582056074005605,20.89724321096949
116,2,1.2691467454955525,24.500216178378025
117,2,1.2800875553629663,26.76494204360625
118,2,1.2910283652303802,28.309073315352776
119,2,1.3019695033253722,29.64732041753308
120,2,1.312910313192786,30.470857095797896
121,2,1.3238511230601997,31.08850960449649
122,2,1.3347922611551917,31.60322002841201
123,2,1.3457330710226054,31.60322002841201
124,2,1.3566738808900196,31.60322002841201
125,2,1.3676150189850116,31.60322002841201
126,2,1.3785558288524253,31.60322002841201
127,2,1.389496638719839,31.60322002841201
128,2,1.400437776814831,31.60322002841201
129,2,1.4113785866822448,31.60322002841201
130,2,1.4223193965496586,31.60322002841201
178,3,1.9474835218267732,11.529513495707306
179,3,1.9584246599217652,13.485413106586236
180,3,1.969365469789179,18.94134360009059
181,3,1.9803062796565927,23.26491116098083
182,3,1.9912474177515846,25.42669494142595
183,3,2.0021882276189986,27.48553663708796
184,3,2.0131290374864124,28.823783739268293
185,3,2.0240701755814046,29.95614667188238
186,3,2.0350109854488183,30.882625434930304
187,3,2.045951795316232,31.5002779436289
188,3,2.0568929334112243,31.5002779436289
189,3,2.067833743278638,31.5002779436289
190,3,2.0787745531460518,31.5002779436289
191,3,2.0897156912410435,31.5002779436289
192,3,2.1006565011084577,31.5002779436289
193,3,2.1115973109758714,31.5002779436289
194,3,2.1225384490708636,31.5002779436289
195,3,2.1334792589382774,31.5002779436289
244,4,2.6695841940828053,14.82366020876654
245,4,2.6805253321777975,19.45605402400608
246,4,2.691466142045211,21.3090115501019
247,4,2.702406951912625,24.809042432727352
248,4,2.7133480900076172,27.27965246752177
249,4,2.724288899875031,28.617899569702075
250,4,2.7352297097424447,29.8532045870993
251,4,2.7461708478374365,30.573799180581005
252,4,2.7571116577048507,31.191451689279603
253,4,2.768052467572264,31.60322002841201
254,4,2.778993605667256,31.60322002841201
255,4,2.7899344155346704,31.60322002841201
256,4,2.800875225402084,31.60322002841201
257,4,2.8118163634970763,31.60322002841201
258,4,2.8227571733644896,31.60322002841201
259,4,2.833697983231904,31.60322002841201
260,4,2.8446391213268956,31.60322002841201
261,4,2.8555799311943093,31.60322002841201
309,5,3.380744056471424,12.353050173972122
310,5,3.3916848663388377,14.103065615284834
311,5,3.4026260044338295,19.558996108789188
312,5,3.4135668143012436,23.67667950011324
313,5,3.424507624168657,26.353173704473846
314,5,3.435448762263649,28.00024706100348
315,5,3.4463895721310633,29.235552078400676
316,5,3.457330381998477,30.264972926231707
317,5,3.4682715200934693,30.882625434930304
318,5,3.4792123299608826,31.5002779436289
319,5,3.490153139828297,31.5002779436289
320,5,3.5010942779232885,31.5002779436289
321,5,3.5120350877907023,31.5002779436289
322,5,3.522975897658116,31.5002779436289
323,5,3.5339170357531082,31.5002779436289
324,5,3.5448578456205224,31.5002779436289
325,5,3.5557986554879357,31.5002779436289
326,5,3.566739793582928,31.5002779436289
375,6,4.102844728727456,15.02954437833273
376,6,4.11378553859487,17.08838607399477
377,6,4.124726676689862,21.720779889234308
378,6,4.135667486557276,25.11786868707665
379,6,4.14660829642469,27.27965246752177
380,6,4.157549434519682,28.720841654485184
381,6,4.168490244387095,29.8532045870993
382,6,4.1794310542545094,30.67674126536409
383,6,4.190372192349502,31.191451689279603
384,6,4.201313002216915,31.70616211319512
385,6,4.212253812084329,31.70616211319512
386,6,4.2231949501793205,31.70616211319512
387,6,4.234135760046735,31.70616211319512
388,6,4.245076569914148,31.70616211319512
389,6,4.25601770800914,31.70616211319512
390,6,4.266958517876555,31.70616211319512
391,6,4.2778993277439685,31.70616211319512
392,6,4.288840465838961,31.70616211319512
440,7,4.814004591116075,12.353050173972122
441,7,4.824945400983488,15.02954437833273
442,7,4.835886210850902,20.485474871837084
443,7,4.846827348945895,24.08844783924565
444,7,4.857768158813308,26.25023161969077
445,7,4.868708968680722,28.10318914578656
446,7,4.879650106775713,29.235552078400676
447,7,4.890590916643128,30.367915011014787
448,7,4.901531726510541,30.882625434930304
449,7,4.912472864605533,31.5002779436289
450,7,4.923413674472947,31.5002779436289
451,7,4.9343544843403615,31.5002779436289
452,7,4.945295622435354,31.5002779436289
453,7,4.956236432302767,31.5002779436289
454,7,4.967177242170181,31.5002779436289
455,7,4.9781183802651725,31.5002779436289
456,7,4.989059190132586,31.5002779436289
457,7,5.0,31.5002779436289
