Flame_ID,A,k,t0,C
1,4.426509645673317,370.7750038591158,0.0020554427995991957,20.79430112618641
2,12.97070268267072,239.13676012906012,0.06647353374328731,12.353050173972122
3,14.411891869634132,228.61879131815547,0.13668037451272216,10.911860987008708
4,10.705976817442519,283.6736674635629,0.20848904002394272,14.411891869634132
5,12.044223919622821,254.01941619197248,0.27883761926339923,13.176586852236907
6,12.661876428321424,255.35871482571636,0.34892160634071223,12.353050173972122
7,14.411891869634132,233.58405050795952,0.41922060300145275,10.911860987008708
8,11.529513495707334,215.94350220909948,0.49123400417165186,15.02954437833273
9,10.500092647876302,315.61640975145787,0.5611843747961658,13.794239360935537
10,12.14716600440591,258.94441508234917,0.6315569125172478,12.76481851310453
11,13.588355191369345,244.64406662403871,0.7016806413357352,11.735397665273496
12,14.411891869634132,232.81465575433657,0.7719256018668714,10.911860987008708
13,10.088324308743921,270.76106148402613,0.8438957370477794,15.02954437833273
14,10.088324308743895,321.0456439412981,0.9138991362535452,14.206007700067945
15,11.529513495707311,265.0811142999202,0.9842289371713333,13.382471021803129
16,12.45599225875523,274.35399291891935,1.0543074199706735,12.353050173972122
17,12.97070268267072,240.15419718480877,1.1245891278804592,12.353050173972122
18,13.897181445718648,245.06672050422074,1.194739056139836,11.117745156574898
19,13.588355191369317,253.3336396393633,1.2648926772660114,10.911860987008708
20,9.264787630479077,302.1931804075982,1.3368596822734575,15.235428547898948
21,10.29420847831011,277.24440792629497,1.4068998609218104,14.82366020876654
22,10.911860987008707,263.70450507371487,1.4771990222108438,14.206007700067945
23,11.323629326141115,278.1520449813338,1.547166545410315,13.794239360935537
24,10.70597681744252,294.09801955489246,1.6174706343514844,13.382471021803129
25,11.735397665273533,271.4108166106016,1.6875593622816265,13.176586852236907
26,12.455992258755199,249.0165554821115,1.7578121590975313,12.76481851310453
27,12.45599225875523,270.03943973329297,1.82787395371051,12.353050173972122
28,12.250108089189041,259.349320112948,1.8981103692199168,12.558934343538311
29,12.250108089189041,266.1792662989896,1.9681686916249672,12.558934343538311
30,12.97070268267072,240.02929959823092,2.038418009990004,12.353050173972122
31,12.97070268267072,248.9583916286641,2.108434230732946,12.353050173972122
32,12.97070268267072,241.50706707870287,2.178708449532217,12.353050173972122
33,12.558934343538319,260.7955974870539,2.248726405846588,12.353050173972122
34,12.353050173972122,256.59054319632804,2.318971412970642,12.353050173972122
35,12.97070268267072,243.25126083539038,2.3890455887983064,12.353050173972122
36,12.45599225875523,255.0177707130621,2.4592401184695563,12.353050173972122
37,12.45599225875523,264.86237986201786,2.5292960070039308,12.353050173972122
38,12.250108089189041,258.7297046984217,2.5995227628549484,12.558934343538311
39,12.45599225875523,270.7853421046898,2.66954846769842,12.353050173972122
40,12.45599225875523,265.631000718469,2.7397539538551823,12.353050173972122
41,11.220687241358007,296.8340285264375,2.8096963397686503,12.97070268267072
42,12.353050173972152,243.8477936229473,2.8800467607580416,13.176586852236907
43,11.220687241358009,275.5612296985122,2.9499838520805852,13.794239360935537
44,11.014803071791821,266.2101284467963,3.02029758262263,14.000123530501725
45,10.808918902225601,285.0532044191251,3.090250422876988,14.206007700067945
46,10.29420847831011,237.90217863845743,3.160571916722801,14.82366020876654
47,10.088324308743921,266.1372557612593,3.2305091445527716,15.02954437833273
48,9.264787630479077,271.9245181719342,3.3007506022501913,15.235428547898948
49,14.823660208766569,225.1963879092777,3.369151714016816,10.70597681744249
50,14.411891869634132,230.63171392200837,3.4392708099891163,10.911860987008708
51,13.485413106586233,253.35363323560892,3.5093666373635113,11.117745156574898
52,14.000123530501725,240.97034486555873,3.5794712586790287,11.323629326141116
53,13.794239360935535,241.61273507903417,3.649634497590069,11.529513495707306
54,12.45599225875523,263.58135676119986,3.7196794175896897,12.353050173972122
55,12.250108089189016,252.8856872728282,3.789901615281913,12.76481851310453
56,11.838339750056633,275.332113744636,3.859885771490163,12.97070268267072
57,11.735397665273522,255.19192448518206,3.930141073170037,13.382471021803129
58,11.220687241358009,272.60474519690695,4.000170278773325,13.794239360935537
59,10.603034732659413,269.3602342028371,4.070383780041077,14.411891869634132
60,10.088324308743921,279.63584828090836,4.140356430938437,15.02954437833273
61,9.264787630479105,287.2503453634359,4.210616319309046,15.441312717465138
62,14.411891869634132,232.1755354973501,4.278942839910538,10.911860987008708
63,14.000123530501725,234.23033608557353,4.34907162362567,11.323629326141116
64,12.97070268267072,237.19199481574083,4.419183271837759,12.353050173972122
65,12.45599225875523,278.6283895195253,4.4890597109011425,12.353050173972122
66,12.147166004405934,250.0807213286765,4.559395328671811,13.176586852236907
67,11.014803071791821,280.8027082388196,4.6293364286967895,14.000123530501725
68,10.5000926478763,266.5308398038588,4.699650541242609,14.61777603920035
69,9.058903460912887,320.4702198157605,4.769619050018432,15.441312717465138
70,13.485413106586233,251.89383246276688,4.8380214936914285,11.117745156574898
71,14.000123530501725,240.65378393151204,4.908153080388197,11.323629326141116
72,12.45599225875523,271.40442079785976,4.978172162718784,12.353050173972122
